Source: https://www.open.nrw/dataset/jahresubersicht-der-dauerzahlstellen-radverkehr-seit-2012-d;;;;;
;;;;;
location;latitude;longitude;;;
28.09.2021;13:45:00;11;20;44;27
28.09.2021;14:00:00;11;23;37;62
28.09.2021;14:15:00;13;15;47;35
28.09.2021;14:30:00;7;14;40;22
28.09.2021;14:45:00;11;12;43;23
28.09.2021;15:00:00;12;12;39;29
28.09.2021;15:15:00;14;9;45;24
28.09.2021;15:30:00;4;12;41;25
28.09.2021;15:45:00;23;10;50;34
28.09.2021;16:00:00;17;21;42;30
28.09.2021;16:15:00;21;33;56;33
28.09.2021;16:30:00;24;25;42;31
28.09.2021;16:45:00;11;25;48;30
28.09.2021;17:00:00;21;21;47;28
28.09.2021;17:15:00;14;26;62;23
28.09.2021;17:30:00;19;32;66;38
28.09.2021;17:45:00;15;24;65;34
28.09.2021;18:00:00;25;23;53;41
28.09.2021;18:15:00;13;18;65;45
28.09.2021;18:30:00;10;17;56;28
28.09.2021;18:45:00;10;21;66;22
28.09.2021;19:00:00;18;6;60;25
28.09.2021;19:15:00;15;4;36;26
28.09.2021;19:30:00;8;13;39;22
28.09.2021;19:45:00;4;5;28;22
28.09.2021;20:00:00;4;3;29;16
28.09.2021;20:15:00;0;4;25;9
28.09.2021;20:30:00;8;1;17;19
28.09.2021;20:45:00;3;5;20;20
28.09.2021;21:00:00;1;2;17;9
28.09.2021;21:15:00;3;4;17;14
28.09.2021;21:30:00;0;2;16;7
28.09.2021;21:45:00;1;2;10;9
28.09.2021;22:00:00;4;3;15;4
28.09.2021;22:15:00;3;5;10;11
28.09.2021;22:30:00;0;1;7;8
28.09.2021;22:45:00;1;3;9;6
28.09.2021;23:00:00;1;0;6;8
28.09.2021;23:15:00;0;0;2;4
28.09.2021;23:30:00;1;0;5;4
28.09.2021;23:45:00;0;0;4;4
29.09.2021;00:00:00;1;2;1;3
29.09.2021;00:15:00;0;1;2;1
29.09.2021;00:30:00;0;0;4;3
29.09.2021;00:45:00;0;1;1;3
29.09.2021;01:00:00;0;0;0;1
29.09.2021;01:15:00;0;0;0;2
29.09.2021;01:30:00;0;1;0;0
29.09.2021;01:45:00;0;0;2;0
29.09.2021;02:00:00;0;0;2;0
29.09.2021;02:15:00;0;1;1;0
29.09.2021;02:30:00;0;0;0;0
29.09.2021;02:45:00;0;0;0;0
29.09.2021;03:00:00;0;0;1;1
29.09.2021;03:15:00;0;0;1;1
29.09.2021;03:30:00;0;0;0;0
29.09.2021;03:45:00;0;0;1;1
29.09.2021;04:00:00;1;0;0;0
29.09.2021;04:15:00;0;0;0;1
29.09.2021;04:30:00;0;0;1;0
29.09.2021;04:45:00;0;1;0;0
29.09.2021;05:00:00;2;0;0;1
29.09.2021;05:15:00;3;2;3;1
29.09.2021;05:30:00;6;4;4;2
29.09.2021;05:45:00;6;3;9;1
29.09.2021;06:00:00;5;4;7;3
29.09.2021;06:15:00;14;8;7;4
29.09.2021;06:30:00;9;7;8;3
29.09.2021;06:45:00;13;5;15;9
29.09.2021;07:00:00;10;17;12;7
29.09.2021;07:15:00;15;12;34;16
29.09.2021;07:30:00;14;9;44;43
29.09.2021;07:45:00;13;11;57;57
29.09.2021;08:00:00;13;7;39;24
29.09.2021;08:15:00;7;12;41;17
29.09.2021;08:30:00;6;9;31;19
29.09.2021;08:45:00;6;4;26;22
29.09.2021;09:00:00;2;3;28;14
29.09.2021;09:15:00;4;3;22;7
29.09.2021;09:30:00;1;1;18;10
29.09.2021;09:45:00;0;4;18;9
29.09.2021;10:00:00;1;1;14;5
29.09.2021;10:15:00;1;0;12;5
29.09.2021;10:30:00;1;1;3;4
29.09.2021;10:45:00;0;0;13;3
29.09.2021;11:00:00;3;1;8;8
29.09.2021;11:15:00;0;3;10;7
29.09.2021;11:30:00;1;1;11;11
29.09.2021;11:45:00;2;0;9;9
29.09.2021;12:00:00;0;2;6;8
29.09.2021;12:15:00;1;16;9;32
29.09.2021;12:30:00;6;0;11;11
29.09.2021;12:45:00;5;0;15;12
29.09.2021;13:00:00;2;6;19;8
29.09.2021;13:15:00;3;1;17;13
29.09.2021;13:30:00;5;5;21;5
29.09.2021;13:45:00;4;4;19;11
29.09.2021;14:00:00;9;2;32;27
29.09.2021;14:15:00;4;0;24;3
29.09.2021;14:30:00;10;5;14;17
29.09.2021;14:45:00;1;7;19;10
29.09.2021;15:00:00;3;6;15;7
29.09.2021;15:15:00;11;7;21;8
29.09.2021;15:30:00;1;11;22;18
29.09.2021;15:45:00;5;11;23;21
29.09.2021;16:00:00;6;21;17;23
29.09.2021;16:15:00;11;11;17;18
29.09.2021;16:30:00;2;9;14;13
29.09.2021;16:45:00;8;9;30;20
29.09.2021;17:00:00;5;16;29;14
29.09.2021;17:15:00;10;8;26;17
29.09.2021;17:30:00;10;9;34;22
29.09.2021;17:45:00;9;7;37;12
29.09.2021;18:00:00;7;11;29;18
29.09.2021;18:15:00;9;5;34;13
29.09.2021;18:30:00;5;6;21;21
29.09.2021;18:45:00;6;5;35;10
29.09.2021;19:00:00;6;5;19;19
29.09.2021;19:15:00;3;5;19;18
29.09.2021;19:30:00;19;1;26;15
29.09.2021;19:45:00;2;3;24;17
29.09.2021;20:00:00;2;0;12;13
29.09.2021;20:15:00;5;2;9;9
29.09.2021;20:30:00;0;0;6;5
29.09.2021;20:45:00;1;2;11;10
29.09.2021;21:00:00;3;0;10;4
29.09.2021;21:15:00;1;1;6;7
29.09.2021;21:30:00;0;2;8;7
29.09.2021;21:45:00;4;2;4;5
29.09.2021;22:00:00;0;1;8;8
29.09.2021;22:15:00;2;3;10;5
29.09.2021;22:30:00;1;2;3;2
29.09.2021;22:45:00;1;1;5;4
29.09.2021;23:00:00;1;3;7;4
29.09.2021;23:15:00;0;0;9;5
29.09.2021;23:30:00;0;0;4;2
29.09.2021;23:45:00;0;0;1;1
30.09.2021;00:00:00;0;0;3;1
30.09.2021;00:15:00;0;1;2;3
30.09.2021;00:30:00;0;0;1;3
30.09.2021;00:45:00;0;1;1;2
30.09.2021;01:00:00;0;0;0;0
30.09.2021;01:15:00;0;0;0;1
30.09.2021;01:30:00;0;0;1;1
30.09.2021;01:45:00;0;0;0;0
30.09.2021;02:00:00;0;0;0;2
30.09.2021;02:15:00;0;0;0;0
30.09.2021;02:30:00;0;0;0;0
30.09.2021;02:45:00;0;0;0;0
30.09.2021;03:00:00;0;0;1;0
30.09.2021;03:15:00;0;0;0;1
30.09.2021;03:30:00;0;0;0;0
30.09.2021;03:45:00;0;0;0;0
30.09.2021;04:00:00;0;0;0;0
30.09.2021;04:15:00;1;0;0;0
30.09.2021;04:30:00;0;0;1;1
30.09.2021;04:45:00;0;1;0;1
30.09.2021;05:00:00;4;1;1;0
30.09.2021;05:15:00;4;2;2;1
30.09.2021;05:30:00;5;9;6;4
30.09.2021;05:45:00;5;2;7;1
30.09.2021;06:00:00;8;6;6;1
30.09.2021;06:15:00;6;7;8;3
30.09.2021;06:30:00;5;9;10;7
30.09.2021;06:45:00;6;5;13;7
30.09.2021;07:00:00;16;12;11;19
30.09.2021;07:15:00;24;6;19;11
30.09.2021;07:30:00;18;11;58;49
30.09.2021;07:45:00;20;19;65;49
30.09.2021;08:00:00;18;12;41;48
30.09.2021;08:15:00;17;13;62;16
30.09.2021;08:30:00;14;5;57;42
30.09.2021;08:45:00;15;5;49;39
30.09.2021;09:00:00;6;9;37;25
30.09.2021;09:15:00;5;7;28;17
30.09.2021;09:30:00;9;6;23;33
30.09.2021;09:45:00;5;7;33;15
30.09.2021;10:00:00;3;2;22;18
30.09.2021;10:15:00;5;5;20;24
30.09.2021;10:30:00;12;3;22;16
30.09.2021;10:45:00;4;1;20;14
30.09.2021;11:00:00;5;5;22;24
30.09.2021;11:15:00;6;11;19;20
30.09.2021;11:30:00;3;8;33;20
30.09.2021;11:45:00;11;5;21;17
30.09.2021;12:00:00;11;6;35;21
30.09.2021;12:15:00;8;8;26;55
30.09.2021;12:30:00;9;10;37;31
30.09.2021;12:45:00;6;5;31;22
30.09.2021;13:00:00;10;8;37;21
30.09.2021;13:15:00;9;4;33;18
30.09.2021;13:30:00;8;12;28;32
30.09.2021;13:45:00;15;8;29;20
30.09.2021;14:00:00;22;7;42;37
30.09.2021;14:15:00;8;8;42;29
30.09.2021;14:30:00;11;18;40;30
30.09.2021;14:45:00;13;9;44;12
30.09.2021;15:00:00;11;13;20;32
30.09.2021;15:15:00;7;7;31;13
30.09.2021;15:30:00;17;10;34;21
30.09.2021;15:45:00;9;13;47;36
30.09.2021;16:00:00;11;21;34;28
30.09.2021;16:15:00;16;21;36;29
30.09.2021;16:30:00;10;15;32;27
30.09.2021;16:45:00;12;17;43;28
30.09.2021;17:00:00;11;24;40;33
30.09.2021;17:15:00;17;21;53;25
30.09.2021;17:30:00;25;14;49;27
30.09.2021;17:45:00;17;9;46;37
30.09.2021;18:00:00;6;19;47;19
30.09.2021;18:15:00;16;9;54;19
30.09.2021;18:30:00;8;10;46;26
30.09.2021;18:45:00;13;10;33;20
30.09.2021;19:00:00;5;10;47;27
30.09.2021;19:15:00;3;10;34;19
30.09.2021;19:30:00;9;8;28;27
30.09.2021;19:45:00;2;4;28;20
30.09.2021;20:00:00;4;2;24;12
30.09.2021;20:15:00;2;1;22;9
30.09.2021;20:30:00;0;7;17;11
30.09.2021;20:45:00;2;1;18;13
30.09.2021;21:00:00;0;3;13;7
30.09.2021;21:15:00;2;3;12;7
30.09.2021;21:30:00;2;3;5;7
30.09.2021;21:45:00;1;2;12;8
30.09.2021;22:00:00;3;1;6;6
30.09.2021;22:15:00;3;4;9;7
30.09.2021;22:30:00;3;2;9;7
30.09.2021;22:45:00;3;0;7;3
30.09.2021;23:00:00;1;1;3;5
30.09.2021;23:15:00;0;2;6;6
30.09.2021;23:30:00;0;0;4;2
30.09.2021;23:45:00;0;0;0;5
01.10.2021;00:00:00;0;0;3;4
01.10.2021;00:15:00;0;0;1;2
01.10.2021;00:30:00;0;2;1;1
01.10.2021;00:45:00;0;0;0;1
01.10.2021;01:00:00;1;0;0;2
01.10.2021;01:15:00;0;1;2;0
01.10.2021;01:30:00;0;0;2;1
01.10.2021;01:45:00;0;0;0;0
01.10.2021;02:00:00;0;0;0;0
01.10.2021;02:15:00;0;0;3;1
01.10.2021;02:30:00;0;0;1;0
01.10.2021;02:45:00;0;0;0;1
01.10.2021;03:00:00;0;2;0;0
01.10.2021;03:15:00;0;0;1;1
01.10.2021;03:30:00;0;0;0;0
01.10.2021;03:45:00;0;0;0;1
01.10.2021;04:00:00;1;0;0;0
01.10.2021;04:15:00;0;0;0;0
01.10.2021;04:30:00;0;0;0;1
01.10.2021;04:45:00;0;0;1;1
01.10.2021;05:00:00;3;0;1;1
01.10.2021;05:15:00;4;0;3;1
01.10.2021;05:30:00;3;3;2;3
01.10.2021;05:45:00;8;2;4;0
01.10.2021;06:00:00;3;7;4;2
01.10.2021;06:15:00;6;7;11;1
01.10.2021;06:30:00;9;6;6;5
01.10.2021;06:45:00;11;7;10;7
01.10.2021;07:00:00;11;11;13;14
01.10.2021;07:15:00;18;7;19;15
01.10.2021;07:30:00;12;16;40;38
01.10.2021;07:45:00;19;19;47;69
01.10.2021;08:00:00;17;11;29;26
01.10.2021;08:15:00;18;8;37;24
01.10.2021;08:30:00;17;13;43;29
01.10.2021;08:45:00;10;4;39;39
01.10.2021;09:00:00;6;7;38;12
01.10.2021;09:15:00;7;4;22;14
01.10.2021;09:30:00;4;7;28;24
01.10.2021;09:45:00;0;5;28;16
01.10.2021;10:00:00;5;10;19;10
01.10.2021;10:15:00;4;4;19;11
01.10.2021;10:30:00;6;5;19;20
01.10.2021;10:45:00;4;3;21;24
01.10.2021;11:00:00;6;6;22;17
01.10.2021;11:15:00;15;7;24;18
01.10.2021;11:30:00;9;5;25;29
01.10.2021;11:45:00;10;4;31;28
01.10.2021;12:00:00;6;5;24;21
01.10.2021;12:15:00;5;17;43;63
01.10.2021;12:30:00;7;15;19;29
01.10.2021;12:45:00;4;8;34;23
01.10.2021;13:00:00;7;13;25;26
01.10.2021;13:15:00;8;16;39;24
01.10.2021;13:30:00;10;12;51;22
01.10.2021;13:45:00;7;11;39;27
01.10.2021;14:00:00;11;6;31;42
01.10.2021;14:15:00;16;7;34;24
01.10.2021;14:30:00;8;16;42;30
01.10.2021;14:45:00;6;18;45;27
01.10.2021;15:00:00;15;11;47;11
01.10.2021;15:15:00;7;13;28;30
01.10.2021;15:30:00;9;12;43;32
01.10.2021;15:45:00;12;18;43;37
01.10.2021;16:00:00;16;10;20;37
01.10.2021;16:15:00;22;12;51;33
01.10.2021;16:30:00;18;22;45;26
01.10.2021;16:45:00;16;15;29;46
01.10.2021;17:00:00;14;21;38;16
01.10.2021;17:15:00;9;14;33;32
01.10.2021;17:30:00;4;18;56;31
01.10.2021;17:45:00;13;11;37;32
01.10.2021;18:00:00;8;8;44;30
01.10.2021;18:15:00;9;9;42;25
01.10.2021;18:30:00;6;12;33;19
01.10.2021;18:45:00;7;4;35;24
01.10.2021;19:00:00;2;3;30;24
01.10.2021;19:15:00;1;11;27;17
01.10.2021;19:30:00;3;5;26;15
01.10.2021;19:45:00;5;4;19;21
01.10.2021;20:00:00;1;2;24;11
01.10.2021;20:15:00;1;3;23;7
01.10.2021;20:30:00;0;1;17;9
01.10.2021;20:45:00;1;5;16;11
01.10.2021;21:00:00;2;2;14;7
01.10.2021;21:15:00;2;4;4;16
01.10.2021;21:30:00;3;2;7;9
01.10.2021;21:45:00;1;0;8;13
01.10.2021;22:00:00;0;0;10;7
01.10.2021;22:15:00;1;2;7;12
01.10.2021;22:30:00;3;0;8;3
01.10.2021;22:45:00;2;1;16;6
01.10.2021;23:00:00;0;1;10;5
01.10.2021;23:15:00;0;0;6;13
01.10.2021;23:30:00;1;0;8;7
01.10.2021;23:45:00;0;0;8;4
02.10.2021;00:00:00;0;0;6;7
02.10.2021;00:15:00;2;1;7;3
02.10.2021;00:30:00;2;0;8;5
02.10.2021;00:45:00;0;0;4;2
02.10.2021;01:00:00;0;0;3;1
02.10.2021;01:15:00;0;0;3;4
02.10.2021;01:30:00;0;2;1;5
02.10.2021;01:45:00;0;0;3;6
02.10.2021;02:00:00;0;0;4;1
02.10.2021;02:15:00;0;0;3;3
02.10.2021;02:30:00;0;0;2;0
02.10.2021;02:45:00;0;0;1;0
02.10.2021;03:00:00;0;1;3;0
02.10.2021;03:15:00;0;1;1;1
02.10.2021;03:30:00;0;0;1;0
02.10.2021;03:45:00;0;0;1;2
02.10.2021;04:00:00;0;0;2;0
02.10.2021;04:15:00;0;1;1;0
02.10.2021;04:30:00;0;0;1;0
02.10.2021;04:45:00;0;0;1;1
02.10.2021;05:00:00;0;1;3;0
02.10.2021;05:15:00;0;0;2;1
02.10.2021;05:30:00;0;1;5;1
02.10.2021;05:45:00;0;3;2;1
02.10.2021;06:00:00;0;0;1;2
02.10.2021;06:15:00;0;2;5;2
02.10.2021;06:30:00;0;2;3;2
02.10.2021;06:45:00;1;0;5;3
02.10.2021;07:00:00;1;0;7;4
02.10.2021;07:15:00;0;1;3;1
02.10.2021;07:30:00;0;4;12;3
02.10.2021;07:45:00;0;3;12;4
02.10.2021;08:00:00;5;2;7;3
02.10.2021;08:15:00;2;3;7;7
02.10.2021;08:30:00;3;7;7;10
02.10.2021;08:45:00;1;4;18;4
02.10.2021;09:00:00;6;4;8;17
02.10.2021;09:15:00;3;1;16;6
02.10.2021;09:30:00;3;12;16;18
02.10.2021;09:45:00;6;4;26;6
02.10.2021;10:00:00;2;1;14;12
02.10.2021;10:15:00;2;9;14;9
02.10.2021;10:30:00;10;5;22;13
02.10.2021;10:45:00;3;7;22;21
02.10.2021;11:00:00;9;17;30;19
02.10.2021;11:15:00;4;9;18;23
02.10.2021;11:30:00;17;8;19;29
02.10.2021;11:45:00;11;9;31;25
02.10.2021;12:00:00;19;3;38;16
02.10.2021;12:15:00;13;4;23;21
02.10.2021;12:30:00;10;8;31;37
02.10.2021;12:45:00;11;10;28;21
02.10.2021;13:00:00;16;7;43;23
02.10.2021;13:15:00;7;16;28;19
02.10.2021;13:30:00;11;15;22;29
02.10.2021;13:45:00;7;15;32;20
02.10.2021;14:00:00;13;16;35;35
02.10.2021;14:15:00;15;6;31;29
02.10.2021;14:30:00;12;14;38;21
02.10.2021;14:45:00;8;17;49;21
02.10.2021;15:00:00;13;19;29;27
02.10.2021;15:15:00;6;9;44;27
02.10.2021;15:30:00;12;7;35;26
02.10.2021;15:45:00;19;8;26;27
02.10.2021;16:00:00;9;6;45;24
02.10.2021;16:15:00;9;8;38;26
02.10.2021;16:30:00;13;10;39;30
02.10.2021;16:45:00;12;7;50;26
02.10.2021;17:00:00;4;4;46;44
02.10.2021;17:15:00;7;7;39;18
02.10.2021;17:30:00;4;9;32;18
02.10.2021;17:45:00;9;7;44;34
02.10.2021;18:00:00;6;3;52;15
02.10.2021;18:15:00;11;0;35;21
02.10.2021;18:30:00;21;1;42;19
02.10.2021;18:45:00;2;5;29;29
02.10.2021;19:00:00;1;4;24;19
02.10.2021;19:15:00;5;3;34;10
02.10.2021;19:30:00;3;2;17;21
02.10.2021;19:45:00;3;3;13;11
02.10.2021;20:00:00;0;2;21;11
02.10.2021;20:15:00;1;1;12;8
02.10.2021;20:30:00;1;1;12;4
02.10.2021;20:45:00;0;1;6;6
02.10.2021;21:00:00;0;1;5;3
02.10.2021;21:15:00;0;0;7;6
02.10.2021;21:30:00;0;4;13;10
02.10.2021;21:45:00;0;3;8;6
02.10.2021;22:00:00;0;0;3;5
02.10.2021;22:15:00;0;1;2;5
02.10.2021;22:30:00;2;1;9;1
02.10.2021;22:45:00;0;0;7;2
02.10.2021;23:00:00;0;1;5;4
02.10.2021;23:15:00;0;0;7;7
02.10.2021;23:30:00;0;0;7;1
02.10.2021;23:45:00;3;0;5;5
03.10.2021;00:00:00;1;1;2;2
03.10.2021;00:15:00;0;0;4;1
03.10.2021;00:30:00;0;0;5;0
03.10.2021;00:45:00;0;0;3;4
03.10.2021;01:00:00;0;0;5;4
03.10.2021;01:15:00;0;0;2;4
03.10.2021;01:30:00;0;0;2;2
03.10.2021;01:45:00;0;0;1;0
03.10.2021;02:00:00;0;1;2;1
03.10.2021;02:15:00;0;0;1;2
03.10.2021;02:30:00;0;0;2;1
03.10.2021;02:45:00;0;0;2;0
03.10.2021;03:00:00;0;0;1;0
03.10.2021;03:15:00;0;0;3;0
03.10.2021;03:30:00;0;0;0;1
03.10.2021;03:45:00;0;0;0;0
03.10.2021;04:00:00;0;0;0;1
03.10.2021;04:15:00;0;0;1;1
03.10.2021;04:30:00;0;0;1;0
03.10.2021;04:45:00;0;0;0;0
03.10.2021;05:00:00;0;0;2;0
03.10.2021;05:15:00;0;0;3;1
03.10.2021;05:30:00;0;1;1;0
03.10.2021;05:45:00;0;2;4;0
03.10.2021;06:00:00;0;0;1;0
03.10.2021;06:15:00;0;0;2;0
03.10.2021;06:30:00;0;0;0;0
03.10.2021;06:45:00;0;0;3;1
03.10.2021;07:00:00;0;0;1;0
03.10.2021;07:15:00;1;0;3;0
03.10.2021;07:30:00;1;0;1;0
03.10.2021;07:45:00;0;0;0;0
03.10.2021;08:00:00;1;2;2;3
03.10.2021;08:15:00;2;0;1;0
03.10.2021;08:30:00;1;0;3;2
03.10.2021;08:45:00;0;0;3;1
03.10.2021;09:00:00;0;0;1;4
03.10.2021;09:15:00;1;2;2;1
03.10.2021;09:30:00;0;0;3;6
03.10.2021;09:45:00;0;1;0;2
03.10.2021;10:00:00;0;1;4;4
03.10.2021;10:15:00;0;3;1;2
03.10.2021;10:30:00;3;4;2;1
03.10.2021;10:45:00;2;3;2;2
03.10.2021;11:00:00;0;2;3;2
03.10.2021;11:15:00;6;1;3;5
03.10.2021;11:30:00;2;0;3;3
03.10.2021;11:45:00;0;4;6;7
03.10.2021;12:00:00;4;2;0;1
03.10.2021;12:15:00;1;0;5;4
03.10.2021;12:30:00;2;1;4;3
03.10.2021;12:45:00;1;1;5;8
03.10.2021;13:00:00;5;1;8;10
03.10.2021;13:15:00;1;0;9;12
03.10.2021;13:30:00;1;9;8;4
03.10.2021;13:45:00;4;2;6;2
03.10.2021;14:00:00;1;0;5;7
03.10.2021;14:15:00;0;3;6;6
03.10.2021;14:30:00;2;2;6;7
03.10.2021;14:45:00;0;1;14;11
03.10.2021;15:00:00;3;0;5;6
03.10.2021;15:15:00;0;5;5;9
03.10.2021;15:30:00;6;5;6;4
03.10.2021;15:45:00;3;2;8;9
03.10.2021;16:00:00;0;2;4;9
03.10.2021;16:15:00;0;7;4;6
03.10.2021;16:30:00;7;2;8;3
03.10.2021;16:45:00;2;4;5;3
03.10.2021;17:00:00;5;3;7;7
03.10.2021;17:15:00;3;5;4;1
03.10.2021;17:30:00;9;1;4;11
03.10.2021;17:45:00;2;0;4;5
03.10.2021;18:00:00;1;1;6;7
03.10.2021;18:15:00;2;4;5;5
03.10.2021;18:30:00;2;2;8;9
03.10.2021;18:45:00;3;2;3;2
03.10.2021;19:00:00;0;1;5;5
03.10.2021;19:15:00;1;0;6;9
03.10.2021;19:30:00;1;1;3;9
03.10.2021;19:45:00;2;3;12;3
03.10.2021;20:00:00;1;2;6;4
03.10.2021;20:15:00;0;2;5;6
03.10.2021;20:30:00;0;0;7;3
03.10.2021;20:45:00;0;1;4;6
03.10.2021;21:00:00;1;2;5;4
03.10.2021;21:15:00;0;1;1;2
03.10.2021;21:30:00;1;3;2;0
03.10.2021;21:45:00;0;0;3;2
03.10.2021;22:00:00;0;0;5;1
03.10.2021;22:15:00;0;0;4;7
03.10.2021;22:30:00;0;0;3;3
03.10.2021;22:45:00;0;0;3;2
03.10.2021;23:00:00;0;0;2;2
03.10.2021;23:15:00;0;1;2;0
03.10.2021;23:30:00;0;4;5;0
03.10.2021;23:45:00;0;0;0;0
04.10.2021;00:00:00;0;0;0;2
04.10.2021;00:15:00;0;0;4;3
04.10.2021;00:30:00;0;0;3;0
04.10.2021;00:45:00;0;1;0;0
04.10.2021;01:00:00;0;0;0;0
04.10.2021;01:15:00;0;0;0;1
04.10.2021;01:30:00;0;0;0;0
04.10.2021;01:45:00;0;0;0;1
04.10.2021;02:00:00;0;0;2;0
04.10.2021;02:15:00;0;0;0;0
04.10.2021;02:30:00;0;0;0;0
04.10.2021;02:45:00;0;0;0;0
04.10.2021;03:00:00;0;0;1;1
04.10.2021;03:15:00;0;1;0;1
04.10.2021;03:30:00;0;0;0;0
04.10.2021;03:45:00;1;0;0;0
04.10.2021;04:00:00;1;1;0;0
04.10.2021;04:15:00;0;0;0;0
04.10.2021;04:30:00;0;0;1;2
04.10.2021;04:45:00;0;0;0;2
04.10.2021;05:00:00;1;2;3;0
04.10.2021;05:15:00;9;6;2;2
04.10.2021;05:30:00;9;2;5;3
04.10.2021;05:45:00;7;1;5;3
04.10.2021;06:00:00;8;8;7;5
04.10.2021;06:15:00;5;10;10;6
04.10.2021;06:30:00;13;8;12;4
04.10.2021;06:45:00;12;6;19;7
04.10.2021;07:00:00;19;10;14;9
04.10.2021;07:15:00;16;10;22;18
04.10.2021;07:30:00;33;12;59;46
04.10.2021;07:45:00;20;10;64;55
04.10.2021;08:00:00;24;7;51;30
04.10.2021;08:15:00;21;14;44;34
04.10.2021;08:30:00;21;7;52;29
04.10.2021;08:45:00;19;8;61;26
04.10.2021;09:00:00;14;4;35;19
04.10.2021;09:15:00;3;3;26;11
04.10.2021;09:30:00;13;5;28;20
04.10.2021;09:45:00;5;3;26;18
04.10.2021;10:00:00;1;2;15;11
04.10.2021;10:15:00;4;2;17;17
04.10.2021;10:30:00;6;3;19;25
04.10.2021;10:45:00;14;2;36;22
04.10.2021;11:00:00;1;6;17;14
04.10.2021;11:15:00;4;5;14;12
04.10.2021;11:30:00;6;10;30;11
04.10.2021;11:45:00;6;5;25;18
04.10.2021;12:00:00;3;5;30;21
04.10.2021;12:15:00;5;4;34;23
04.10.2021;12:30:00;13;11;36;17
04.10.2021;12:45:00;6;3;30;20
04.10.2021;13:00:00;14;2;25;14
04.10.2021;13:15:00;5;5;33;18
04.10.2021;13:30:00;3;11;42;15
04.10.2021;13:45:00;11;10;37;21
04.10.2021;14:00:00;8;11;27;46
04.10.2021;14:15:00;9;7;38;31
04.10.2021;14:30:00;10;6;49;31
04.10.2021;14:45:00;11;20;41;24
04.10.2021;15:00:00;6;11;34;18
04.10.2021;15:15:00;14;15;25;34
04.10.2021;15:30:00;20;15;33;18
04.10.2021;15:45:00;11;13;47;23
04.10.2021;16:00:00;16;18;39;21
04.10.2021;16:15:00;20;27;38;29
04.10.2021;16:30:00;14;21;50;23
04.10.2021;16:45:00;39;28;51;31
04.10.2021;17:00:00;21;13;50;36
04.10.2021;17:15:00;19;24;52;21
04.10.2021;17:30:00;19;16;69;28
04.10.2021;17:45:00;19;14;54;44
04.10.2021;18:00:00;15;27;67;40
04.10.2021;18:15:00;15;23;66;25
04.10.2021;18:30:00;22;12;53;39
04.10.2021;18:45:00;15;16;45;27
04.10.2021;19:00:00;15;6;52;25
04.10.2021;19:15:00;12;7;42;26
04.10.2021;19:30:00;7;8;33;16
04.10.2021;19:45:00;5;6;30;14
04.10.2021;20:00:00;6;5;22;10
04.10.2021;20:15:00;4;2;14;14
04.10.2021;20:30:00;7;2;16;14
04.10.2021;20:45:00;2;2;13;12
04.10.2021;21:00:00;0;2;9;5
04.10.2021;21:15:00;2;1;15;5
04.10.2021;21:30:00;2;4;11;2
04.10.2021;21:45:00;2;4;9;6
04.10.2021;22:00:00;0;1;6;3
04.10.2021;22:15:00;0;0;4;4
04.10.2021;22:30:00;1;0;12;9
04.10.2021;22:45:00;0;1;7;2
04.10.2021;23:00:00;0;1;8;8
04.10.2021;23:15:00;1;4;2;1
04.10.2021;23:30:00;0;2;2;2
04.10.2021;23:45:00;0;2;1;1
05.10.2021;00:00:00;1;0;0;1
05.10.2021;00:15:00;0;0;3;1
05.10.2021;00:30:00;0;0;0;1
05.10.2021;00:45:00;0;1;0;0
05.10.2021;01:00:00;0;0;1;0
05.10.2021;01:15:00;0;0;0;0
05.10.2021;01:30:00;0;0;2;1
05.10.2021;01:45:00;0;0;1;0
05.10.2021;02:00:00;0;0;0;0
05.10.2021;02:15:00;0;0;0;0
05.10.2021;02:30:00;0;0;0;1
05.10.2021;02:45:00;0;0;0;2
05.10.2021;03:00:00;0;0;1;0
05.10.2021;03:15:00;0;1;0;1
05.10.2021;03:30:00;0;0;0;0
05.10.2021;03:45:00;1;0;0;1
05.10.2021;04:00:00;1;1;0;0
05.10.2021;04:15:00;0;0;0;0
05.10.2021;04:30:00;0;0;0;2
05.10.2021;04:45:00;0;0;1;0
05.10.2021;05:00:00;2;2;3;2
05.10.2021;05:15:00;5;1;2;3
05.10.2021;05:30:00;9;3;7;3
05.10.2021;05:45:00;6;2;5;3
05.10.2021;06:00:00;7;2;6;2
05.10.2021;06:15:00;8;7;8;3
05.10.2021;06:30:00;9;10;11;2
05.10.2021;06:45:00;7;7;6;7
05.10.2021;07:00:00;17;6;14;7
05.10.2021;07:15:00;26;13;25;10
05.10.2021;07:30:00;21;13;43;32
05.10.2021;07:45:00;22;15;52;54
05.10.2021;08:00:00;27;8;52;18
05.10.2021;08:15:00;15;12;50;24
05.10.2021;08:30:00;11;6;54;41
05.10.2021;08:45:00;16;10;60;40
05.10.2021;09:00:00;5;6;36;17
05.10.2021;09:15:00;5;7;21;17
05.10.2021;09:30:00;10;4;34;20
05.10.2021;09:45:00;2;7;18;16
05.10.2021;10:00:00;4;8;19;22
05.10.2021;10:15:00;3;4;26;17
05.10.2021;10:30:00;7;4;18;23
05.10.2021;10:45:00;6;6;22;19
05.10.2021;11:00:00;7;10;24;16
05.10.2021;11:15:00;15;7;18;19
